//articles_with_risk_level.csv
article url,article link,title,description,pub date,source id,country,city,risk_score,risk_level_id,risk_level
http://www.parks-barnett.net/,http://www.harmon.com/,European Union Implements New Wheat Tariffs,Key trends in the baking supply chain amid new global tariffs.,2024-10-15,source-18,Mexico,Beijing,1.6,5,Critical
https://www.patel.com/,https://www.wright.info/,Global Wheat Shortages Hit the Baking Industry,Baking companies face rising costs due to new steel tariffs.,2024-01-16,source-8,China,Mexico City,1.6,5,Critical
https://lewis.net/,https://stone.com/,Global Wheat Shortages Hit the Baking Industry,Packaging costs soar due to US-Canada trade disputes.,2024-10-06,source-18,China,Berlin,0.9,5,Critical
http://edwards.com/,https://ward.biz/,Drought in Brazil Disrupts Global Sugar Supply Chains,Analysis of supply chain disruptions caused by new tariffs on raw materials.,2024-05-31,source-18,Australia,Tokyo,1.6,5,Critical
https://www.whitehead.info/,http://www.gonzales.com/,New US-Canada Trade Agreement Affects Baking Industry,Analysis of supply chain disruptions caused by new tariffs on raw materials.,2024-03-09,source-16,France,São Paulo,1.6,5,Critical
http://www.wall.com/,http://www.rios.org/,Global Wheat Shortages Hit the Baking Industry,Packaging costs soar due to US-Canada trade disputes.,2024-10-12,source-20,Mexico,Tokyo,0.9,5,Critical
https://chavez.com/,https://williams.com/,European Union Implements New Wheat Tariffs,Packaging costs soar due to US-Canada trade disputes.,2024-08-16,source-3,Japan,Mumbai,0.9,5,Critical
http://mitchell-walker.com/,http://bell-salazar.com/,Canada Introduces Import Restrictions on Sugar,Analysis of supply chain disruptions caused by new tariffs on raw materials.,2024-09-14,source-20,India,Paris,1.6,5,Critical
https://herman.com/,https://orr.com/,Drought in Brazil Disrupts Global Sugar Supply Chains,Key trends in the baking supply chain amid new global tariffs.,2024-01-11,source-5,Canada,Berlin,1.6,5,Critical
https://moore.org/,https://www.wiggins-gonzalez.com/,Rising Costs of Vanilla Imports From Madagascar,Impacts of wheat tariffs on the baking industry in North America.,2024-10-01,source-3,Japan,Beijing,1.6,5,Critical
http://reynolds-barnett.info/,http://www.shelton.net/,"China's Export Policies Tighten, Affecting Flour Supply",Analysis of supply chain disruptions caused by new tariffs on raw materials.,2024-01-27,source-11,Japan,Tokyo,1.6,5,Critical
https://www.robles.biz/,https://santiago-smith.com/,Global Wheat Shortages Hit the Baking Industry,Key trends in the baking supply chain amid new global tariffs.,2024-01-11,source-2,Mexico,São Paulo,1.6,5,Critical
http://www.gardner.com/,https://ayala.com/,Supply Chain Delays Impacting Raw Material Costs for Bakers,Baking companies face rising costs due to new steel tariffs.,2024-09-14,source-20,Japan,Berlin,1.6,5,Critical
http://www.ferguson.org/,https://gomez.com/,Drought in Brazil Disrupts Global Sugar Supply Chains,Analysis of supply chain disruptions caused by new tariffs on raw materials.,2024-07-23,source-19,China,Mexico City,1.6,5,Critical
http://www.ashley.com/,http://www.santiago.net/,US Steel Tariffs Drive Up Packaging Costs,Impacts of wheat tariffs on the baking industry in North America.,2024-06-05,source-5,Canada,Sydney,1.6,5,Critical
http://vasquez.biz/,https://peters.com/,Drought in Brazil Disrupts Global Sugar Supply Chains,Packaging costs soar due to US-Canada trade disputes.,2024-03-12,source-11,Germany,Paris,0.9,5,Critical
http://myers-daniels.org/,https://www.gonzalez-harrell.info/,Global Wheat Shortages Hit the Baking Industry,An overview of global supply chain challenges for key baking ingredients.,2024-06-02,source-1,China,Berlin,0.1,4,High
http://www.sanders.com/,https://www.hernandez.biz/,Tariffs in China Causing Expensive Raw Materials,Flour shortages in Europe are affecting bakery operations worldwide.,2024-09-06,source-19,Australia,Berlin,0.1,4,High
http://miranda-cole.org/,https://www.rivera-buckley.info/,New US-Canada Trade Agreement Affects Baking Industry,The baking industry's response to trade restrictions and rising costs.,2024-03-01,source-3,China,São Paulo,0.1,4,High
https://www.wise-torres.com/,http://www.morris.com/,European Union Implements New Wheat Tariffs,A deep dive into how recent trade restrictions are impacting global baking brands.,2024-11-22,source-19,USA,Sydney,0.1,4,High
https://www.pruitt.org/,https://www.rodriguez.com/,European Union Implements New Wheat Tariffs,How sugar import restrictions are reshaping the baking landscape.,2024-11-21,source-14,Mexico,Berlin,0.1,4,High
http://fischer.com/,https://lester.com/,Global Wheat Shortages Hit the Baking Industry,An overview of global supply chain challenges for key baking ingredients.,2024-02-14,source-19,China,Paris,0.1,4,High
http://smith.biz/,http://www.carey.info/,Global Wheat Shortages Hit the Baking Industry,An overview of global supply chain challenges for key baking ingredients.,2024-10-08,source-20,India,Mumbai,0.1,4,High
http://www.marks.com/,http://mitchell.com/,"China's Export Policies Tighten, Affecting Flour Supply",An overview of global supply chain challenges for key baking ingredients.,2024-05-05,source-17,France,Beijing,0.1,4,High
http://lane.com/,https://www.jones.org/,European Union Implements New Wheat Tariffs,An overview of global supply chain challenges for key baking ingredients.,2024-02-15,source-11,India,Beijing,0.1,4,High
https://lewis.org/,https://johnson-wood.org/,Global Wheat Shortages Hit the Baking Industry,A deep dive into how recent trade restrictions are impacting global baking brands.,2024-10-28,source-2,Japan,Mumbai,0.1,4,High
https://turner.biz/,http://brock-scott.net/,"China's Export Policies Tighten, Affecting Flour Supply",How sugar import restrictions are reshaping the baking landscape.,2024-06-01,source-11,Germany,Mumbai,0.1,4,High
http://deleon.com/,http://sanders.org/,European Union Implements New Wheat Tariffs,Flour shortages in Europe are affecting bakery operations worldwide.,2024-01-27,source-20,Canada,Mumbai,0.1,4,High
https://www.calhoun.com/,http://hubbard.com/,Canada Introduces Import Restrictions on Sugar,An overview of global supply chain challenges for key baking ingredients.,2024-10-26,source-14,Canada,Tokyo,0.1,4,High
http://peterson.com/,http://moore.com/,Global Wheat Shortages Hit the Baking Industry,A deep dive into how recent trade restrictions are impacting global baking brands.,2024-05-04,source-6,USA,Berlin,0.1,4,High
http://www.lin.com/,http://winters.com/,New US-Canada Trade Agreement Affects Baking Industry,How sugar import restrictions are reshaping the baking landscape.,2024-03-02,source-9,Australia,São Paulo,0.1,4,High
https://parker-flowers.com/,http://moss-adams.info/,US Steel Tariffs Drive Up Packaging Costs,An overview of global supply chain challenges for key baking ingredients.,2024-11-20,source-17,China,Berlin,0.1,4,High
https://hill.com/,http://li.com/,Tariffs in China Causing Expensive Raw Materials,Flour shortages in Europe are affecting bakery operations worldwide.,2024-09-06,source-15,Japan,Mumbai,0.1,4,High
https://liu-smith.com/,http://sanders.net/,US Steel Tariffs Drive Up Packaging Costs,How sugar import restrictions are reshaping the baking landscape.,2024-06-07,source-19,Australia,Sydney,0.1,4,High
https://www.bennett.info/,http://www.robinson-evans.info/,New US-Canada Trade Agreement Affects Baking Industry,How sugar import restrictions are reshaping the baking landscape.,2024-03-06,source-3,USA,Chicago,0.1,4,High
https://www.wright-reed.biz/,https://www.smith.com/,European Union Implements New Wheat Tariffs,The baking industry's response to trade restrictions and rising costs.,2024-10-21,source-1,Brazil,Mumbai,0.1,4,High
http://www.branch.org/,http://yang-lucero.biz/,"China's Export Policies Tighten, Affecting Flour Supply",A deep dive into how recent trade restrictions are impacting global baking brands.,2024-05-21,source-3,Australia,Paris,0.1,4,High
http://www.peterson-keith.com/,https://smith.info/,Tariffs in China Causing Expensive Raw Materials,An overview of global supply chain challenges for key baking ingredients.,2024-03-26,source-15,Brazil,Sydney,0.1,4,High
http://www.andrews-kelley.net/,https://bruce.com/,"China's Export Policies Tighten, Affecting Flour Supply",An overview of global supply chain challenges for key baking ingredients.,2024-10-09,source-11,Australia,Chicago,0.1,4,High
https://www.wang-arnold.com/,http://roberts.com/,Drought in Brazil Disrupts Global Sugar Supply Chains,The baking industry's response to trade restrictions and rising costs.,2024-03-18,source-13,Canada,Sydney,0.1,4,High
https://rosales.net/,https://www.brown.org/,New US-Canada Trade Agreement Affects Baking Industry,Flour shortages in Europe are affecting bakery operations worldwide.,2024-10-11,source-16,Mexico,Sydney,0.1,4,High
https://www.lewis.info/,https://www.collins-meyer.com/,Global Wheat Shortages Hit the Baking Industry,An overview of global supply chain challenges for key baking ingredients.,2024-10-18,source-4,Brazil,Paris,0.1,4,High
http://www.murphy.com/,https://www.brown.com/,"China's Export Policies Tighten, Affecting Flour Supply",Flour shortages in Europe are affecting bakery operations worldwide.,2024-10-29,source-17,Germany,Sydney,0.1,4,High
http://herrera-burton.net/,http://moreno.com/,"China's Export Policies Tighten, Affecting Flour Supply",Flour shortages in Europe are affecting bakery operations worldwide.,2024-10-21,source-11,Mexico,Paris,0.1,4,High
https://www.garcia-orr.com/,https://stout-adkins.com/,Canada Introduces Import Restrictions on Sugar,Flour shortages in Europe are affecting bakery operations worldwide.,2024-04-11,source-11,Mexico,Toronto,0.1,4,High
https://www.rodriguez.com/,http://www.johnson.biz/,Tariffs in China Causing Expensive Raw Materials,An overview of global supply chain challenges for key baking ingredients.,2024-10-25,source-16,USA,Mexico City,0.1,4,High
http://www.davis.com/,http://www.santiago.biz/,US Steel Tariffs Drive Up Packaging Costs,A deep dive into how recent trade restrictions are impacting global baking brands.,2024-09-26,source-1,Japan,Mumbai,0.1,4,High
http://reese.com/,https://davis-carr.com/,New US-Canada Trade Agreement Affects Baking Industry,How sugar import restrictions are reshaping the baking landscape.,2024-07-24,source-7,USA,Toronto,0.1,4,High
http://www.burns.biz/,http://www.rios-burnett.org/,Supply Chain Delays Impacting Raw Material Costs for Bakers,How sugar import restrictions are reshaping the baking landscape.,2024-07-30,source-1,USA,Beijing,0.1,4,High
https://www.brown-cox.com/,https://www.nichols.biz/,Canada Introduces Import Restrictions on Sugar,How sugar import restrictions are reshaping the baking landscape.,2024-05-14,source-7,France,Berlin,0.1,4,High
https://www.conrad-anderson.com/,http://www.russell-graves.com/,Supply Chain Delays Impacting Raw Material Costs for Bakers,An overview of global supply chain challenges for key baking ingredients.,2024-07-18,source-18,India,Mexico City,0.1,4,High
http://www.nelson.com/,http://www.brown.com/,Rising Costs of Vanilla Imports From Madagascar,Flour shortages in Europe are affecting bakery operations worldwide.,2024-05-06,source-3,Australia,Mumbai,0.1,4,High
https://www.mcdowell.info/,https://www.sanchez-jacobs.com/,Global Wheat Shortages Hit the Baking Industry,An overview of global supply chain challenges for key baking ingredients.,2024-08-26,source-18,France,Paris,0.1,4,High
http://hurst.org/,https://www.williamson-park.org/,New US-Canada Trade Agreement Affects Baking Industry,A deep dive into how recent trade restrictions are impacting global baking brands.,2024-09-24,source-2,France,Mexico City,0.1,4,High
https://www.cooper-davis.com/,https://www.johnston.com/,Rising Costs of Vanilla Imports From Madagascar,How sugar import restrictions are reshaping the baking landscape.,2024-03-19,source-1,Canada,São Paulo,0.1,4,High
http://www.shaw.com/,http://baldwin.com/,Drought in Brazil Disrupts Global Sugar Supply Chains,A deep dive into how recent trade restrictions are impacting global baking brands.,2024-03-24,source-15,Australia,Paris,0.1,4,High
http://www.baker-harris.net/,http://costa-hebert.info/,Canada Introduces Import Restrictions on Sugar,A deep dive into how recent trade restrictions are impacting global baking brands.,2024-05-01,source-20,China,Sydney,0.1,4,High
https://www.watson.net/,https://scott.com/,Tariffs in China Causing Expensive Raw Materials,Flour shortages in Europe are affecting bakery operations worldwide.,2024-08-13,source-19,India,Berlin,0.1,4,High
https://chen.com/,http://pitts.com/,European Union Implements New Wheat Tariffs,An overview of global supply chain challenges for key baking ingredients.,2024-10-06,source-10,India,Toronto,0.1,4,High
https://www.lester-george.com/,https://www.fox.org/,Canada Introduces Import Restrictions on Sugar,A deep dive into how recent trade restrictions are impacting global baking brands.,2024-06-11,source-17,Mexico,Paris,0.1,4,High
https://nelson-gomez.org/,https://rose.com/,Drought in Brazil Disrupts Global Sugar Supply Chains,An overview of global supply chain challenges for key baking ingredients.,2024-01-26,source-2,Brazil,Tokyo,0.1,4,High
https://johnson-morales.com/,http://www.barnes.com/,New US-Canada Trade Agreement Affects Baking Industry,The baking industry's response to trade restrictions and rising costs.,2024-10-29,source-10,Germany,Paris,0.1,4,High
https://lee-mathews.com/,https://www.ingram-hunter.net/,"China's Export Policies Tighten, Affecting Flour Supply",A deep dive into how recent trade restrictions are impacting global baking brands.,2024-01-11,source-3,Canada,Beijing,0.1,4,High
https://thomas.info/,http://www.ramirez-bell.org/,Tariffs in China Causing Expensive Raw Materials,Flour shortages in Europe are affecting bakery operations worldwide.,2024-05-04,source-2,India,Berlin,0.1,4,High
https://yoder.biz/,https://www.lee.com/,Tariffs in China Causing Expensive Raw Materials,How sugar import restrictions are reshaping the baking landscape.,2024-01-11,source-14,China,Sydney,0.1,4,High
https://www.collier-carpenter.biz/,http://newman-coleman.com/,Canada Introduces Import Restrictions on Sugar,An overview of global supply chain challenges for key baking ingredients.,2024-11-26,source-12,Canada,Berlin,0.1,4,High
http://www.davis-smith.com/,http://english-friedman.com/,Rising Costs of Vanilla Imports From Madagascar,How sugar import restrictions are reshaping the baking landscape.,2024-06-18,source-1,Canada,Paris,0.1,4,High
https://www.thomas-brown.com/,http://www.ramirez.net/,Canada Introduces Import Restrictions on Sugar,A deep dive into how recent trade restrictions are impacting global baking brands.,2024-10-29,source-8,Mexico,Tokyo,0.1,4,High
http://www.jackson.com/,https://www.archer.net/,"China's Export Policies Tighten, Affecting Flour Supply",Flour shortages in Europe are affecting bakery operations worldwide.,2024-01-05,source-20,Mexico,Mumbai,0.1,4,High
http://www.sullivan-rice.org/,http://porter-berg.com/,Global Wheat Shortages Hit the Baking Industry,A deep dive into how recent trade restrictions are impacting global baking brands.,2024-06-30,source-19,China,Chicago,0.1,4,High
